x	y	ey-	ey+
0.001	0.0016238475676067137	2.814883649744919e-05	3.312044334738071e-05
0.004393970560760791	0.0003720386554236871	6.867648852578682e-06	6.589830158473201e-06
0.019306977288832506	9.473414521829661e-05	1.3320420350238247e-06	1.265097202523844e-06
0.08483428982440726	4.752706850258667e-05	2.9034123855495596e-07	3.304871762297015e-07
0.3727593720314942	4.3715343292776216e-05	2.7320351967461255e-07	2.5055393646390424e-07
1.6378937069540647	4.352159978922322e-05	2.7321794918931777e-07	2.850969608872848e-07
7.196856730011529	4.351631809853842e-05	3.0365220253666757e-07	2.4536870539022267e-07
31.622776601683793	4.350984612473401e-05	2.7010093018238647e-07	2.7676377026244396e-07
